Age,AnnualIncome,TotalSpend,YearsAsCustomer,NumOfPurchases,AvgTransactionAmount,NumOfReturns,NumOfSupportQueries,SatisfactionScore,LastPurchaseDaysAgo,EmailOptIn,Churn,Gender_Female,Gender_Male,Gender_Other,PromotionResponse_Ignored,PromotionResponse_Responded,PromotionResponse_Unsubscribed
64,41.16,9898.68,5,75,385.69,7,3,3,63,False,True,0.0,0.0,1.0,0.0,0.0,1.0
68,147.45,7498.84,4,61,161.04,5,1,5,97,True,True,1.0,0.0,0.0,0.0,1.0,0.0
39,51.55,7044.91,12,74,415.96,2,3,3,357,False,False,1.0,0.0,0.0,0.0,0.0,1.0
22,20.99,8302.85,9,7,436.63,5,2,1,154,False,True,1.0,0.0,0.0,0.0,1.0,0.0
24,101.83,788.91,4,16,137.23,4,1,2,262,True,False,0.0,0.0,1.0,0.0,1.0,0.0
20,44.17,2079.67,14,98,462.53,9,0,2,203,False,True,0.0,0.0,1.0,0.0,0.0,1.0
38,159.48,1097.96,19,36,325.33,8,4,1,227,True,True,1.0,0.0,0.0,1.0,0.0,0.0
61,97.11,5580.07,14,62,476.85,8,1,2,126,False,False,0.0,1.0,0.0,1.0,0.0,0.0
55,151.75,2419.49,10,36,473.19,2,1,1,275,True,False,0.0,0.0,1.0,0.0,0.0,1.0
37,38.72,7565.49,9,81,80.78,2,4,3,148,True,True,1.0,0.0,0.0,1.0,0.0,0.0
46,146.85,1612.8,11,32,231.6,7,3,5,69,False,True,0.0,1.0,0.0,1.0,0.0,0.0
18,26.68,1216.6,18,49,469.63,2,1,3,188,False,True,0.0,0.0,1.0,0.0,0.0,1.0
45,177.47,7044.62,17,50,396.73,4,1,5,336,False,False,0.0,0.0,1.0,1.0,0.0,0.0
52,114.79,8774.99,8,29,10.98,0,4,5,214,True,False,1.0,0.0,0.0,1.0,0.0,0.0
26,130.66,2128.29,15,4,329.35,9,1,1,355,False,True,0.0,0.0,1.0,0.0,0.0,1.0
36,150.25,4678.02,9,93,391.7,6,1,2,68,True,True,0.0,0.0,1.0,0.0,0.0,1.0
33,103.5,2026.29,2,74,251.24,7,0,3,336,False,True,0.0,1.0,0.0,0.0,0.0,1.0
56,185.94,8329.91,10,90,93.27,8,2,4,232,True,False,1.0,0.0,0.0,1.0,0.0,0.0
34,125.24,2375.51,7,25,483.74,0,0,4,84,True,False,1.0,0.0,0.0,1.0,0.0,0.0
58,182.73,3070.32,5,26,196.21,1,1,1,225,False,True,1.0,0.0,0.0,0.0,0.0,1.0
32,25.43,4698.45,17,18,399.71,6,0,2,207,False,True,1.0,0.0,0.0,1.0,0.0,0.0
58,105.79,4066.51,10,52,312.07,8,0,1,101,True,True,0.0,0.0,1.0,0.0,0.0,1.0
38,47.06,9396.88,15,83,487.32,1,1,1,82,False,True,1.0,0.0,0.0,0.0,0.0,1.0
25,167.83,8115.46,14,12,202.03,6,1,3,166,False,True,0.0,0.0,1.0,0.0,1.0,0.0
32,185.22,4803.1,8,93,225.91,9,2,5,140,True,False,0.0,1.0,0.0,0.0,0.0,1.0
35,40.5,4767.65,6,91,13.2,8,1,3,126,True,True,0.0,1.0,0.0,0.0,1.0,0.0
55,39.31,9054.4,13,60,38.46,0,0,4,62,False,True,0.0,1.0,0.0,1.0,0.0,0.0
27,53.72,1733.39,1,16,497.57,4,1,4,167,True,False,0.0,1.0,0.0,0.0,1.0,0.0
30,22.46,4817.75,15,93,468.06,9,4,1,119,False,True,0.0,0.0,1.0,1.0,0.0,0.0
39,84.7,8027.53,14,16,497.07,7,0,2,222,True,False,0.0,0.0,1.0,0.0,0.0,1.0
33,27.97,5842.79,6,93,269.36,4,0,5,173,False,False,1.0,0.0,0.0,0.0,0.0,1.0
66,107.92,8011.91,6,3,227.75,5,0,4,323,True,True,0.0,0.0,1.0,1.0,0.0,0.0
46,25.9,2984.48,2,86,320.2,7,1,4,89,False,True,0.0,0.0,1.0,0.0,0.0,1.0
25,188.02,7362.35,6,29,78.66,4,0,2,130,False,False,1.0,0.0,0.0,1.0,0.0,0.0
38,59.11,1712.21,18,27,435.43,9,4,4,147,False,True,0.0,0.0,1.0,0.0,0.0,1.0
56,108.91,6374.87,9,83,143.52,1,1,4,136,True,True,0.0,1.0,0.0,1.0,0.0,0.0
21,77.66,5390.88,15,43,101.19,3,0,5,242,False,False,0.0,0.0,1.0,0.0,0.0,1.0
66,156.41,7761.24,16,11,133.39,5,0,2,360,True,True,1.0,0.0,0.0,0.0,1.0,0.0
49,196.98,1621.3,1,99,399.93,8,4,2,172,True,False,0.0,1.0,0.0,0.0,0.0,1.0
30,29.05,5471.75,9,18,431.29,6,2,5,251,True,False,0.0,1.0,0.0,0.0,0.0,1.0
56,24.74,9364.42,13,55,230.46,1,0,1,180,True,True,0.0,1.0,0.0,0.0,0.0,1.0
36,173.49,9533.82,5,41,147.88,4,2,3,255,False,True,0.0,1.0,0.0,0.0,0.0,1.0
37,74.31,6609.45,9,53,174.02,1,1,1,256,False,False,0.0,1.0,0.0,1.0,0.0,0.0
23,68.26,6073.14,16,89,100.67,4,1,3,139,True,True,0.0,0.0,1.0,0.0,1.0,0.0
23,74.89,8511.76,1,79,384.28,9,0,2,313,False,True,0.0,1.0,0.0,0.0,1.0,0.0
53,110.43,1504.49,16,48,228.21,9,4,5,209,False,True,1.0,0.0,0.0,1.0,0.0,0.0
22,91.17,8456.53,18,58,139.89,6,3,1,59,True,True,0.0,1.0,0.0,0.0,1.0,0.0
35,27.06,4351.72,9,55,161.13,1,2,5,341,False,False,0.0,1.0,0.0,1.0,0.0,0.0
44,43.97,9316.32,10,49,409.65,8,2,3,114,True,False,1.0,0.0,0.0,1.0,0.0,0.0
59,181.94,4724.37,9,82,280.77,5,0,1,41,False,False,0.0,1.0,0.0,0.0,0.0,1.0
36,162.03,8574.75,7,54,211.81,9,2,5,23,False,False,1.0,0.0,0.0,0.0,1.0,0.0
19,92.08,1983.58,7,65,183.3,8,1,2,234,False,False,0.0,0.0,1.0,0.0,1.0,0.0
23,159.45,4839.85,4,91,198.0,1,4,1,193,False,True,0.0,1.0,0.0,1.0,0.0,0.0
67,109.5,6141.11,3,5,418.21,8,4,4,291,True,True,0.0,1.0,0.0,0.0,0.0,1.0
24,93.62,2103.49,5,17,335.88,6,3,2,300,True,True,0.0,0.0,1.0,1.0,0.0,0.0
37,115.67,7445.89,19,12,239.67,6,1,2,53,True,True,0.0,0.0,1.0,1.0,0.0,0.0
53,28.91,2846.44,12,5,387.75,0,2,1,208,True,True,0.0,1.0,0.0,1.0,0.0,0.0
27,50.14,1000.6,3,80,210.02,8,3,1,317,False,False,0.0,1.0,0.0,0.0,0.0,1.0
26,94.64,8399.04,10,2,458.25,9,1,3,290,False,True,1.0,0.0,0.0,0.0,1.0,0.0
30,147.81,6528.79,4,7,321.85,0,0,3,121,True,False,1.0,0.0,0.0,1.0,0.0,0.0
58,50.81,2186.04,12,84,407.08,1,1,4,203,True,False,1.0,0.0,0.0,0.0,0.0,1.0
66,115.82,4200.79,8,8,465.52,0,3,5,133,True,False,1.0,0.0,0.0,1.0,0.0,0.0
40,119.93,4254.04,17,27,369.66,0,2,4,291,False,False,1.0,0.0,0.0,0.0,0.0,1.0
52,23.54,8837.6,4,90,481.32,6,2,2,173,True,False,0.0,1.0,0.0,0.0,0.0,1.0
66,75.84,9829.75,16,28,271.88,6,3,1,213,False,False,1.0,0.0,0.0,1.0,0.0,0.0
24,42.53,2455.81,12,68,407.16,6,0,3,97,False,False,1.0,0.0,0.0,0.0,0.0,1.0
26,59.87,3949.62,10,57,165.41,5,0,3,150,True,False,0.0,0.0,1.0,0.0,1.0,0.0
54,128.03,5826.67,17,14,296.68,2,2,5,322,True,True,0.0,0.0,1.0,1.0,0.0,0.0
65,158.0,6361.84,12,39,139.06,8,3,4,117,False,False,0.0,0.0,1.0,1.0,0.0,0.0
64,73.78,1892.31,7,62,108.7,1,0,3,27,False,False,0.0,0.0,1.0,0.0,0.0,1.0
56,94.48,4331.87,5,31,207.3,9,2,4,251,False,False,1.0,0.0,0.0,1.0,0.0,0.0
27,192.54,1020.49,3,11,255.08,5,4,2,241,True,False,0.0,0.0,1.0,0.0,1.0,0.0
68,179.39,3081.44,13,28,411.62,0,3,4,163,True,True,1.0,0.0,0.0,0.0,0.0,1.0
28,66.73,4128.77,7,26,407.73,3,0,2,359,True,False,1.0,0.0,0.0,1.0,0.0,0.0
57,148.53,9702.12,7,37,10.46,2,4,5,63,False,False,0.0,0.0,1.0,0.0,0.0,1.0
21,110.45,2738.4,10,31,62.76,0,0,3,358,True,True,0.0,1.0,0.0,1.0,0.0,0.0
21,183.49,5717.67,2,77,202.92,9,2,5,217,True,False,1.0,0.0,0.0,0.0,0.0,1.0
45,89.76,9342.64,1,24,45.07,1,1,3,72,True,False,1.0,0.0,0.0,0.0,1.0,0.0
35,73.26,791.16,9,70,132.59,2,0,3,137,True,False,0.0,0.0,1.0,0.0,0.0,1.0
50,105.21,4055.25,1,27,340.59,6,1,2,86,True,False,0.0,1.0,0.0,1.0,0.0,0.0
42,176.08,6855.03,17,64,222.85,6,0,1,125,False,True,1.0,0.0,0.0,1.0,0.0,0.0
50,91.46,6863.6,10,15,271.31,7,4,3,196,False,False,0.0,1.0,0.0,0.0,1.0,0.0
69,192.95,2936.0,14,26,456.43,3,3,4,263,True,False,1.0,0.0,0.0,0.0,0.0,1.0
61,33.34,1213.88,6,39,336.1,8,2,2,93,True,False,0.0,1.0,0.0,0.0,1.0,0.0
46,95.05,2072.36,10,73,326.78,4,2,2,338,True,True,0.0,0.0,1.0,1.0,0.0,0.0
63,181.66,5393.61,19,4,261.9,0,0,1,106,False,False,0.0,1.0,0.0,0.0,1.0,0.0
27,34.97,5096.0,14,16,141.11,0,2,1,117,True,False,0.0,0.0,1.0,0.0,1.0,0.0
29,59.93,7606.02,1,29,442.5,9,1,3,268,False,False,0.0,1.0,0.0,1.0,0.0,0.0
46,107.59,3883.14,19,53,206.23,0,0,2,149,False,False,0.0,0.0,1.0,1.0,0.0,0.0
41,62.75,3724.56,18,23,204.68,6,4,1,86,True,False,0.0,1.0,0.0,1.0,0.0,0.0
27,169.44,1992.62,17,22,195.51,4,0,2,18,False,True,0.0,0.0,1.0,0.0,1.0,0.0
64,133.3,8190.76,13,25,178.39,9,2,3,196,False,True,1.0,0.0,0.0,0.0,1.0,0.0
47,160.24,1578.82,10,57,127.43,2,0,2,231,False,True,1.0,0.0,0.0,0.0,0.0,1.0
68,74.52,1744.16,7,57,427.42,0,1,5,348,True,False,0.0,0.0,1.0,0.0,1.0,0.0
36,96.83,1235.46,4,70,102.61,2,2,3,39,False,True,0.0,1.0,0.0,0.0,0.0,1.0
53,174.18,8088.82,14,83,305.59,8,0,2,16,True,False,0.0,0.0,1.0,0.0,1.0,0.0
43,84.64,354.8,19,50,197.18,7,0,2,20,True,False,0.0,0.0,1.0,0.0,1.0,0.0
41,183.17,4704.41,4,40,143.23,8,2,4,229,True,True,0.0,0.0,1.0,0.0,0.0,1.0
22,43.69,3148.86,8,45,362.66,5,1,3,35,True,True,1.0,0.0,0.0,0.0,0.0,1.0
41,21.63,2941.5,10,9,110.3,4,4,2,206,True,False,0.0,1.0,0.0,1.0,0.0,0.0
41,170.23,3132.06,14,71,371.26,8,4,1,354,False,False,1.0,0.0,0.0,0.0,1.0,0.0
19,164.19,3700.24,9,90,34.45,6,4,4,352,False,True,0.0,1.0,0.0,0.0,1.0,0.0
53,96.8,7992.66,12,81,351.89,1,3,3,79,True,True,0.0,1.0,0.0,0.0,1.0,0.0
56,172.59,8602.68,8,53,437.66,2,1,1,126,True,False,1.0,0.0,0.0,1.0,0.0,0.0
49,171.32,7595.58,9,56,45.4,6,1,1,90,False,False,0.0,1.0,0.0,1.0,0.0,0.0
51,164.37,8981.74,7,67,426.03,0,3,1,234,True,False,0.0,1.0,0.0,0.0,1.0,0.0
60,147.63,5639.75,14,30,85.33,7,3,5,339,True,False,0.0,0.0,1.0,0.0,0.0,1.0
25,194.67,8671.85,11,79,239.17,3,3,4,361,True,False,0.0,0.0,1.0,1.0,0.0,0.0
48,68.88,794.72,18,77,263.57,7,0,3,31,False,True,0.0,1.0,0.0,1.0,0.0,0.0
64,164.54,5743.46,9,33,317.99,1,0,3,25,False,True,1.0,0.0,0.0,1.0,0.0,0.0
64,130.99,7766.09,6,30,301.97,3,4,5,191,False,True,1.0,0.0,0.0,0.0,0.0,1.0
38,49.8,5422.47,5,3,303.22,2,3,2,209,False,True,0.0,0.0,1.0,0.0,1.0,0.0
48,194.05,6147.64,16,78,407.77,1,0,2,215,True,False,1.0,0.0,0.0,0.0,0.0,1.0
63,154.84,7490.33,4,54,277.2,8,1,4,331,True,False,0.0,1.0,0.0,1.0,0.0,0.0
23,120.1,8174.61,19,47,431.93,4,1,5,173,False,True,0.0,1.0,0.0,0.0,0.0,1.0
56,77.86,9699.27,3,59,53.46,7,1,3,186,False,True,1.0,0.0,0.0,1.0,0.0,0.0
23,167.25,8281.66,4,13,463.17,4,2,1,53,False,True,0.0,1.0,0.0,1.0,0.0,0.0
65,79.51,9025.47,13,77,22.9,2,2,3,227,False,False,0.0,1.0,0.0,0.0,1.0,0.0
47,193.69,2847.94,2,10,313.28,2,0,2,181,False,True,0.0,1.0,0.0,0.0,1.0,0.0
25,71.03,9444.26,16,34,291.91,9,0,2,333,False,True,1.0,0.0,0.0,0.0,1.0,0.0
64,129.74,2886.02,19,94,16.34,7,4,1,52,True,False,1.0,0.0,0.0,0.0,0.0,1.0
18,192.24,9961.39,12,16,342.92,7,3,2,8,True,True,0.0,0.0,1.0,0.0,1.0,0.0
24,138.42,528.38,14,43,475.28,8,3,3,110,False,False,1.0,0.0,0.0,1.0,0.0,0.0
65,130.66,7249.29,11,96,275.72,4,2,5,196,False,True,1.0,0.0,0.0,0.0,1.0,0.0
69,87.6,7388.98,8,63,269.6,4,0,1,88,True,True,0.0,1.0,0.0,0.0,0.0,1.0
21,133.0,3126.38,7,45,270.56,7,4,4,157,True,True,0.0,1.0,0.0,1.0,0.0,0.0
31,172.11,824.65,6,73,491.14,2,2,1,342,True,False,0.0,1.0,0.0,0.0,0.0,1.0
67,128.22,1035.42,1,43,488.2,4,1,3,315,True,False,0.0,0.0,1.0,0.0,0.0,1.0
25,55.55,780.9,6,14,109.62,0,0,2,150,False,False,0.0,1.0,0.0,1.0,0.0,0.0
21,112.9,7310.95,2,81,236.53,9,0,1,340,True,False,0.0,0.0,1.0,0.0,0.0,1.0
27,180.22,9152.55,6,44,37.97,8,3,2,126,True,True,0.0,1.0,0.0,0.0,0.0,1.0
39,73.04,7369.53,14,22,446.24,8,1,5,301,False,True,0.0,1.0,0.0,1.0,0.0,0.0
69,40.17,2973.24,8,75,428.87,5,0,3,213,True,True,0.0,0.0,1.0,0.0,1.0,0.0
46,177.62,675.95,1,98,298.51,8,2,2,83,True,False,0.0,0.0,1.0,0.0,0.0,1.0
67,122.27,8401.24,12,63,435.24,9,4,3,64,True,True,0.0,1.0,0.0,1.0,0.0,0.0
28,120.49,2301.5,12,30,236.66,1,4,3,86,True,True,1.0,0.0,0.0,1.0,0.0,0.0
42,38.04,5524.28,12,4,259.81,5,4,2,212,False,True,1.0,0.0,0.0,1.0,0.0,0.0
55,94.09,6364.38,15,95,438.16,4,4,2,133,False,True,1.0,0.0,0.0,1.0,0.0,0.0
41,45.36,9698.87,12,55,433.35,4,1,5,298,True,False,0.0,1.0,0.0,1.0,0.0,0.0
26,87.91,9665.59,5,25,150.84,9,4,3,166,True,True,0.0,0.0,1.0,1.0,0.0,0.0
63,192.94,245.19,3,62,474.5,7,2,4,364,False,True,1.0,0.0,0.0,1.0,0.0,0.0
42,178.61,8689.05,7,42,68.54,5,0,4,201,True,False,0.0,1.0,0.0,0.0,0.0,1.0
45,79.8,3411.99,8,68,493.48,7,0,1,16,False,False,1.0,0.0,0.0,0.0,0.0,1.0
50,167.73,7380.55,4,10,46.12,1,2,2,173,True,True,0.0,1.0,0.0,1.0,0.0,0.0
47,88.7,519.64,7,19,418.46,6,3,4,86,False,True,1.0,0.0,0.0,0.0,1.0,0.0
42,195.45,6970.48,14,96,124.97,3,3,1,110,True,True,1.0,0.0,0.0,0.0,1.0,0.0
34,131.94,8809.25,16,16,244.23,7,0,1,79,True,False,0.0,1.0,0.0,0.0,0.0,1.0
35,93.13,560.73,2,90,286.0,6,1,4,270,True,True,0.0,0.0,1.0,1.0,0.0,0.0
28,171.2,7561.43,10,34,70.94,1,2,5,114,False,False,1.0,0.0,0.0,0.0,0.0,1.0
36,167.68,5996.39,2,53,59.61,2,0,4,298,True,True,1.0,0.0,0.0,1.0,0.0,0.0
55,186.17,639.53,1,27,459.35,7,4,3,204,True,True,1.0,0.0,0.0,0.0,1.0,0.0
43,71.26,3551.47,1,78,46.59,8,2,4,4,True,True,0.0,0.0,1.0,0.0,0.0,1.0
20,151.21,1499.01,3,46,329.31,5,1,3,280,False,True,0.0,1.0,0.0,0.0,1.0,0.0
18,58.28,6937.47,16,86,177.24,3,1,2,232,True,False,0.0,1.0,0.0,0.0,1.0,0.0
54,102.94,3713.93,16,36,133.68,8,0,1,360,False,True,0.0,0.0,1.0,0.0,0.0,1.0
40,105.35,6235.74,19,84,414.02,0,3,2,287,True,True,1.0,0.0,0.0,0.0,0.0,1.0
21,164.87,7501.01,13,86,176.88,5,4,4,187,False,False,0.0,1.0,0.0,0.0,0.0,1.0
40,81.6,7016.44,5,76,131.72,8,0,1,338,False,True,1.0,0.0,0.0,0.0,1.0,0.0
35,179.68,5978.92,1,84,116.9,8,0,4,327,True,True,0.0,1.0,0.0,0.0,1.0,0.0
56,49.17,9059.51,18,32,54.42,9,2,1,130,True,False,1.0,0.0,0.0,1.0,0.0,0.0
54,154.77,317.98,17,69,416.14,4,2,5,311,False,True,0.0,1.0,0.0,1.0,0.0,0.0
18,144.94,8398.45,3,44,101.25,8,2,3,21,False,False,0.0,0.0,1.0,0.0,0.0,1.0
54,69.2,1591.0,11,92,18.57,7,4,4,101,True,True,0.0,0.0,1.0,0.0,0.0,1.0
61,108.3,9193.41,7,80,440.54,5,1,3,161,False,True,1.0,0.0,0.0,1.0,0.0,0.0
30,28.25,1705.49,2,3,484.09,0,4,5,265,False,True,0.0,0.0,1.0,0.0,1.0,0.0
35,46.18,2276.06,1,28,30.38,2,1,1,317,True,True,0.0,0.0,1.0,0.0,0.0,1.0
69,163.98,8355.95,4,49,348.95,1,2,2,294,False,False,0.0,1.0,0.0,1.0,0.0,0.0
42,37.61,4247.04,10,13,89.61,0,4,1,199,False,False,1.0,0.0,0.0,0.0,1.0,0.0
20,46.39,7177.83,4,67,315.85,7,3,3,15,True,True,0.0,0.0,1.0,0.0,0.0,1.0
51,165.1,1693.01,11,31,248.53,7,1,2,349,False,False,0.0,1.0,0.0,0.0,0.0,1.0
64,183.42,7218.86,18,54,111.45,1,2,5,303,False,True,0.0,1.0,0.0,0.0,0.0,1.0
39,27.64,2549.83,14,12,61.78,2,4,2,360,True,False,0.0,0.0,1.0,1.0,0.0,0.0
32,140.38,236.98,1,30,451.17,5,3,2,327,True,False,1.0,0.0,0.0,0.0,1.0,0.0
63,45.28,1078.57,7,73,58.6,3,0,2,348,True,False,0.0,0.0,1.0,0.0,1.0,0.0
37,158.79,7895.92,3,85,244.22,1,1,3,74,False,True,0.0,0.0,1.0,1.0,0.0,0.0
59,61.51,7958.14,18,76,32.02,7,1,4,290,False,True,0.0,1.0,0.0,0.0,0.0,1.0
63,151.13,853.84,3,44,440.36,5,2,1,204,True,True,0.0,1.0,0.0,1.0,0.0,0.0
45,77.73,3357.26,16,14,47.17,9,0,5,341,False,True,0.0,1.0,0.0,0.0,0.0,1.0
45,160.05,7339.8,9,91,86.7,7,4,2,334,False,False,0.0,0.0,1.0,0.0,1.0,0.0
30,20.01,4115.78,8,25,38.82,2,4,2,215,True,False,1.0,0.0,0.0,0.0,1.0,0.0
51,37.78,712.26,1,98,312.37,8,3,2,193,False,False,0.0,1.0,0.0,1.0,0.0,0.0
18,21.67,3005.77,4,61,290.2,1,3,3,83,True,True,0.0,0.0,1.0,0.0,0.0,1.0
61,57.77,2553.6,19,94,311.67,6,4,5,326,False,False,1.0,0.0,0.0,0.0,0.0,1.0
42,189.7,6678.46,7,23,334.54,0,1,5,295,False,False,0.0,0.0,1.0,1.0,0.0,0.0
39,76.06,7087.23,18,86,386.73,4,0,4,145,True,False,0.0,1.0,0.0,0.0,0.0,1.0
41,117.21,3681.83,14,87,309.19,2,3,2,147,False,False,0.0,1.0,0.0,1.0,0.0,0.0
46,157.37,9288.21,16,3,480.58,8,3,1,353,True,False,1.0,0.0,0.0,0.0,1.0,0.0
22,26.6,8889.86,9,7,490.18,4,0,2,240,False,False,0.0,0.0,1.0,0.0,1.0,0.0
38,180.34,2143.09,4,61,460.63,4,3,2,338,False,True,0.0,0.0,1.0,0.0,0.0,1.0
36,187.23,1017.58,6,4,218.86,5,0,3,348,False,False,1.0,0.0,0.0,0.0,0.0,1.0
58,100.42,8528.1,4,26,117.83,8,1,3,341,True,False,1.0,0.0,0.0,1.0,0.0,0.0
69,146.61,4671.4,7,16,30.23,6,0,3,34,True,True,0.0,1.0,0.0,0.0,0.0,1.0
60,24.53,5357.93,4,19,429.09,2,1,4,259,True,True,0.0,0.0,1.0,0.0,1.0,0.0
34,168.62,510.22,17,7,411.83,2,1,1,225,False,True,0.0,0.0,1.0,0.0,0.0,1.0
64,131.81,8984.59,5,72,298.9,1,1,2,323,True,True,0.0,0.0,1.0,0.0,1.0,0.0
34,87.61,5086.6,9,48,232.21,8,0,3,119,False,True,0.0,1.0,0.0,0.0,1.0,0.0
19,86.83,9750.39,9,41,191.99,3,1,4,307,False,True,0.0,0.0,1.0,0.0,1.0,0.0
59,77.25,7528.4,6,30,381.68,8,2,2,162,False,True,1.0,0.0,0.0,1.0,0.0,0.0
27,30.76,9864.66,19,27,396.37,5,3,1,28,False,True,1.0,0.0,0.0,1.0,0.0,0.0
30,123.04,3252.87,13,40,180.63,7,2,4,302,False,True,0.0,1.0,0.0,0.0,1.0,0.0
40,186.86,4585.8,3,64,119.58,9,2,5,50,True,False,0.0,1.0,0.0,0.0,1.0,0.0
39,38.2,2714.84,12,82,41.71,8,4,1,266,True,False,0.0,0.0,1.0,1.0,0.0,0.0
